epoch,val_loss,val_acc,lr,epoch_time,latent_shape,train_loss
-1,4.789373922348022,0.69,0.0001,9.04396915435791,512,
0,3.9335947155952455,10.15,9.885530946569389e-05,26.815244674682617,512,4.2772819411997896
1,3.4999035477638243,16.72,9.772372209558107e-05,25.18944787979126,512,3.7940098631138706
2,3.2449355244636537,21.37,9.660508789898133e-05,24.61502432823181,512,3.4794665623684318
3,3.047999048233032,25.07,9.54992586021436e-05,24.32502579689026,512,3.2630415035753835
4,2.947581338882446,26.49,9.440608762859233e-05,24.21583318710327,512,3.1157880413288974
5,2.842182755470276,28.79,9.33254300796991e-05,23.93784999847412,512,3.0011986007495803
6,2.762214183807373,30.88,9.225714271547631e-05,24.16232395172119,512,2.9015670941800487
7,2.6829719305038453,32.58,9.120108393559098e-05,24.145564079284668,512,2.8310727391924178
8,2.6249685645103455,33.32,9.01571137605957e-05,24.108709812164307,512,2.7644880718114426
9,2.5634058117866516,34.67,8.912509381337456e-05,23.89569067955017,512,2.6999288213496304
10,2.523808550834656,35.49,8.810488730080142e-05,25.36333155632019,512,2.651439810285763
11,2.4719779253005982,36.29,8.709635899560807e-05,26.373580932617188,512,2.5984919703736598
12,2.4506619215011596,36.96,8.609937521846007e-05,24.153422594070435,512,2.56116589478084
13,2.418031466007233,37.53,8.511380382023765e-05,23.83702063560486,512,2.5085986293092066
14,2.4082724928855894,37.89,8.413951416451952e-05,24.133142948150635,512,2.4698704967693406
15,2.3536000490188598,38.8,8.31763771102671e-05,24.112003564834595,512,2.4319396870476857
16,2.3262253999710083,39.56,8.222426499470712e-05,23.857977390289307,512,2.408677633927793
17,2.307160520553589,39.89,8.128305161640993e-05,24.102732181549072,512,2.361665287796332
18,2.2813929319381714,40.86,8.035261221856174e-05,24.071110248565674,512,2.3330284600355187
19,2.261220121383667,41.56,7.943282347242817e-05,24.04164433479309,512,2.3037454181787917
20,2.2385486125946046,42.03,7.85235634610072e-05,23.86507749557495,512,2.277015987707644
21,2.223655712604523,41.62,7.762471166286919e-05,24.140751838684082,512,2.2518999357612763
22,2.2035096764564512,42.32,7.673614893618191e-05,24.12173843383789,512,2.2202085013292274
23,2.191810500621796,42.26,7.58577575029184e-05,24.506049871444702,512,2.202754327229091
24,2.159348225593567,43.31,7.49894209332456e-05,23.88680338859558,512,2.171812567175651
25,2.156960165500641,43.53,7.413102413009176e-05,24.336933135986328,512,2.1528705772088497
26,2.1282251358032225,43.93,7.328245331389042e-05,24.075352907180786,512,2.130108585163039
27,2.1278449177742003,43.98,7.244359600749902e-05,24.069839477539062,512,2.106391664670438
28,2.1004156351089476,44.79,7.161434102129022e-05,23.802245140075684,512,2.087144217929062
29,2.1039919257164,44.46,7.079457843841381e-05,24.03721261024475,512,2.0641208607323316
30,2.087595057487488,44.91,6.998419960022738e-05,24.133880615234375,512,2.046672799149338
31,2.0978779911994936,44.82,6.918309709189368e-05,24.139661073684692,512,2.025908055354138
32,2.066488194465637,45.36,6.839116472814297e-05,23.93690276145935,512,2.0038768466638057
33,2.0550330579280853,45.62,6.760829753919822e-05,24.12155294418335,512,1.9865536045055001
34,2.0405214846134188,46.03,6.68343917568615e-05,24.04828977584839,512,1.9678125490947647
35,2.0284701108932497,46.08,6.606934480075965e-05,24.34273934364319,512,1.9525598944449911
36,2.0202307879924772,46.31,6.531305526474728e-05,24.09763240814209,512,1.9381921121052332
37,2.0214037120342256,46.64,6.45654229034656e-05,24.381771326065063,512,1.9258346472467696
38,2.0057059645652773,46.62,6.382634861905491e-05,24.351435661315918,512,1.901948555391662
39,1.998959755897522,46.63,6.309573444801937e-05,24.097208261489868,512,1.890153437244649
40,2.0002429842948914,46.82,6.237348354824197e-05,23.92223620414734,512,1.8614315743349037
41,1.987953770160675,47.28,6.165950018614826e-05,24.139241456985474,512,1.8561710581487538
42,1.9889146864414216,47.44,6.0953689724016965e-05,24.106783390045166,512,1.8429756201043421
43,1.9697016775608063,47.76,6.0255958607435826e-05,24.079623699188232,512,1.8258446540151323
44,1.9635180175304412,47.76,5.9566214352901096e-05,23.799702882766724,512,1.8131669808407218
45,1.9617582857608795,48.14,5.888436553555895e-05,24.11957049369812,512,1.8036138403172395
46,1.9382848381996154,48.36,5.8210321777087194e-05,24.186235189437866,512,1.7839525694749794
47,1.9288195431232453,48.81,5.7543993733715745e-05,24.338927268981934,512,1.777306971501331
48,1.9189203262329102,49.02,5.68852930843842e-05,24.38390350341797,512,1.760854604292889
49,1.923431932926178,48.86,5.623413251903496e-05,24.695286512374878,512,1.7450096120639724
50,1.8997646033763886,49.54,5.5590425727040414e-05,24.25318169593811,512,1.7339204233519885
51,1.8978486061096191,49.42,5.495408738576251e-05,23.939493656158447,512,1.7184351925947228
52,1.902029550075531,49.2,5.432503314924337e-05,24.257917404174805,512,1.703656819401955
53,1.892317771911621,49.7,5.3703179637025325e-05,24.096860647201538,512,1.6947628709734703
54,1.886633998155594,49.78,5.3088444423098885e-05,24.126079559326172,512,1.6763355257559795
55,1.8862259268760682,50.0,5.248074602497731e-05,23.83846950531006,512,1.6712538478325825
56,1.8825646579265594,50.32,5.188000389289616e-05,24.116719007492065,512,1.6548230015501684
57,1.8668520033359528,50.5,5.1286138399136535e-05,24.132007360458374,512,1.6501181417581987
58,1.8597118496894836,50.53,5.0699070827470486e-05,24.081719160079956,512,1.6364594916908108
59,1.8610383808612823,51.01,5.011872336272728e-05,23.870988368988037,512,1.6242293581670644
60,1.8609574496746064,50.62,4.954501908047907e-05,24.157122135162354,512,1.6112143360838598
61,1.8558059215545655,50.95,4.897788193684467e-05,24.394270658493042,512,1.6009194790100565
62,1.85442253947258,50.99,4.8417236758409984e-05,24.606730461120605,512,1.5904215598592952
63,1.8466912448406219,51.32,4.7863009232263885e-05,24.10507559776306,512,1.5828688010877492
64,1.834288763999939,51.58,4.73151258961481e-05,24.17133665084839,512,1.5695872793392258
65,1.835209894180298,51.84,4.677351412871987e-05,24.300280809402466,512,1.5625945086381874
66,1.8234489500522613,51.43,4.623810213992608e-05,24.140265941619873,512,1.5577174084527152
67,1.8298580586910247,51.92,4.570881896148756e-05,23.84204411506653,512,1.5421999060377782
68,1.8128689408302308,51.94,4.5185594437492294e-05,24.137786388397217,512,1.5322954277602994
69,1.821869683265686,51.94,4.466835921509637e-05,24.097447395324707,512,1.5262593736453933
70,1.8290475130081176,51.63,4.415704473533131e-05,24.22420573234558,512,1.5158549814808124
71,1.8050010979175568,52.32,4.3651583224016654e-05,23.912989139556885,512,1.5055213777386411
