distance_function,time_tick,run,seed,n,d,tsi_score,tsi_time,qsi_score,qsi_time
cosine,1.0,18,17,1000,50,1.0,5.382276767864823,1.0,150.00220398418605
cosine,0.0,19,18,1000,50,0.501579212479012,5.481874139979482,0.5022007270072507,125.18236400559545
cosine,0.1111111111111111,19,18,1000,50,0.5099082509363071,5.563451064750552,0.5131548006681301,122.06973257288337
cosine,0.2222222222222222,19,18,1000,50,0.5303895498705118,5.517596244812012,0.5350821598015444,130.2315307278186
cosine,0.3333333333333333,19,18,1000,50,0.5687737858098579,5.3905905317515135,0.572777733080083,121.73396903276443
cosine,0.4444444444444444,19,18,1000,50,0.6276328653302601,5.37958418764174,0.6286113308078762,143.3405720293522
cosine,0.5555555555555556,19,18,1000,50,0.7036105785143861,5.355646967887878,0.7007844141329486,129.83510498702526
cosine,0.6666666666666666,19,18,1000,50,0.7879871474681094,5.237131098285317,0.7831846765912128,120.94765539839864
cosine,0.7777777777777777,19,18,1000,50,0.8700066800267201,5.2591223530471325,0.8659965541749328,120.80778639763594
cosine,0.8888888888888888,19,18,1000,50,0.941627647687768,5.282945908606052,0.9397524470841012,119.91577289067209
cosine,1.0,19,18,1000,50,1.0,5.200522352010012,1.0,120.08219666033983
cosine,0.0,20,19,1000,50,0.4978675208274407,5.330607607960701,0.4965424765593689,128.41251601465046
cosine,0.1111111111111111,20,19,1000,50,0.5080074443180655,5.324846563860774,0.5100521848352916,130.2802181597799
cosine,0.2222222222222222,20,19,1000,50,0.5307102392974137,5.286251176148653,0.5352240388922699,123.88880707137287
cosine,0.3333333333333333,20,19,1000,50,0.571006738201127,5.2288266606628895,0.5759290338794782,128.0958496388048
cosine,0.4444444444444444,20,19,1000,50,0.6305550299798797,5.282163307070732,0.6332133337672118,121.73655479773879
cosine,0.5555555555555556,20,19,1000,50,0.7056872222924327,5.2641930263489485,0.7047215426029785,128.33115515112877
cosine,0.6666666666666666,20,19,1000,50,0.7885373991225695,5.26526066660881,0.7851608657760982,122.09421944990754
cosine,0.7777777777777777,20,19,1000,50,0.8695931442464508,5.2873687744140625,0.8662488994241445,119.11966971866786
cosine,0.8888888888888888,20,19,1000,50,0.9411302364488737,5.212202299386263,0.9394076023267806,122.57770735025406
cosine,1.0,20,19,1000,50,1.0,5.2490706872195005,1.0,120.12092800997198
manhattan,0.0,1,0,1000,50,0.5004906228874165,4.812934083864093,0.5011139800894395,71.14508497156203
manhattan,0.1111111111111111,1,0,1000,50,0.5041880257010517,4.754447506740689,0.5049124145683241,71.41256932727993
