epoch,val_loss,val_acc,lr,epoch_time,latent_shape,train_loss
-1,4.776352763175964,1.0,0.0001,8.989134073257446,512,
0,3.973535692691803,9.5,9.885530946569389e-05,26.541524410247803,512,4.294118620911423
1,3.5261006116867066,17.1,9.772372209558107e-05,24.018352031707764,512,3.8217019986133187
2,3.2365757703781126,21.68,9.660508789898133e-05,24.31890892982483,512,3.4890620611151872
3,3.035714566707611,25.11,9.54992586021436e-05,24.28458571434021,512,3.2620191671410383
4,2.9218122124671937,27.07,9.440608762859233e-05,23.90450644493103,512,3.113941513762182
5,2.8293155074119567,28.58,9.33254300796991e-05,24.18560290336609,512,2.9963311370538204
6,2.7387396097183228,30.71,9.225714271547631e-05,24.12183690071106,512,2.9033125225378544
7,2.6648162961006165,32.41,9.120108393559098e-05,24.064395904541016,512,2.824651304556399
8,2.637402129173279,32.84,9.01571137605957e-05,23.885039567947388,512,2.747935467836808
9,2.544944131374359,34.81,8.912509381337456e-05,24.085336923599243,512,2.6874224969318936
10,2.501698362827301,36.08,8.810488730080142e-05,24.12177872657776,512,2.6348800537537556
11,2.466789984703064,36.43,8.709635899560807e-05,24.277960538864136,512,2.584900050747151
12,2.4096736550331115,37.99,8.609937521846007e-05,23.917704820632935,512,2.5362741533590825
13,2.4023789286613466,37.78,8.511380382023765e-05,24.102405071258545,512,2.4935096915887325
14,2.381822371482849,38.54,8.413951416451952e-05,24.2717924118042,512,2.4587323203378793
15,2.33141713142395,39.67,8.31763771102671e-05,23.884772539138794,512,2.4155619703993505
16,2.315090775489807,39.7,8.222426499470712e-05,24.050875902175903,512,2.3885482111755683
17,2.27270712852478,41.14,8.128305161640993e-05,24.056172847747803,512,2.3449522159537493
18,2.2725886583328245,41.05,8.035261221856174e-05,24.090497255325317,512,2.3167103991216544
19,2.2713082432746887,41.14,7.943282347242817e-05,23.875385522842407,512,2.288168559269029
20,2.2308495163917543,42.13,7.85235634610072e-05,24.208733797073364,512,2.2585705470065682
21,2.206211602687836,42.28,7.762471166286919e-05,24.144651889801025,512,2.225313201242564
22,2.198977160453796,42.35,7.673614893618191e-05,23.841082096099854,512,2.2077312980379378
23,2.1744648456573485,43.6,7.58577575029184e-05,24.057725429534912,512,2.1837728145171185
24,2.1657267689704893,43.47,7.49894209332456e-05,24.189151763916016,512,2.158218420281702
25,2.1328641533851624,44.03,7.413102413009176e-05,24.080618143081665,512,2.1356959269971263
26,2.1225578665733336,44.21,7.328245331389042e-05,23.854591608047485,512,2.1104837254602082
27,2.093335711956024,44.9,7.244359600749902e-05,24.107025384902954,512,2.0906566405782896
28,2.0684516787528993,45.63,7.161434102129022e-05,24.158371925354004,512,2.078273971470035
29,2.0958993792533875,45.24,7.079457843841381e-05,24.20690155029297,512,2.053533341203417
30,2.0595594108104707,46.12,6.998419960022738e-05,23.907029151916504,512,2.0296713965279713
31,2.044402080774307,46.38,6.918309709189368e-05,24.151408433914185,512,2.012479585044238
32,2.0490176498889925,45.91,6.839116472814297e-05,24.11785864830017,512,1.991890160404906
33,2.008578497171402,46.79,6.760829753919822e-05,23.890285968780518,512,1.9780403351297184
34,2.019051855802536,46.88,6.68343917568615e-05,24.1377432346344,512,1.954902315626339
35,2.015855538845062,46.9,6.606934480075965e-05,24.05749821662903,512,1.9387885015838
36,1.987678724527359,47.47,6.531305526474728e-05,24.14412808418274,512,1.9227379146887331
37,1.9735419690608977,48.08,6.45654229034656e-05,23.886012315750122,512,1.89476953842202
38,1.9694529235363007,47.91,6.382634861905491e-05,24.073036909103394,512,1.8831596775930755
39,1.9575543701648712,47.99,6.309573444801937e-05,24.060163736343384,512,1.872839970248086
40,1.9409636199474334,48.53,6.237348354824197e-05,24.145443201065063,512,1.8556345299798616
41,1.942864727973938,48.97,6.165950018614826e-05,23.898821592330933,512,1.8438170430611591
42,1.9422235667705536,48.58,6.0953689724016965e-05,24.180928468704224,512,1.8214064605382023
43,1.9291901290416718,48.79,6.0255958607435826e-05,24.156919717788696,512,1.8067207835158523
44,1.927599048614502,48.81,5.9566214352901096e-05,24.150903463363647,512,1.796501368892436
45,1.9059755146503448,49.37,5.888436553555895e-05,23.98245072364807,512,1.7819656048502241
46,1.9017682015895843,49.58,5.8210321777087194e-05,24.148605585098267,512,1.7624781776447684
47,1.8926449596881867,49.49,5.7543993733715745e-05,24.22199034690857,512,1.7540329840718483
48,1.8996884107589722,49.39,5.68852930843842e-05,23.847412109375,512,1.7376584982385441
49,1.8634749710559846,50.34,5.623413251903496e-05,24.09766912460327,512,1.728170475181268
50,1.8830274522304535,50.14,5.5590425727040414e-05,24.260944366455078,512,1.7097965965465622
51,1.86584592461586,50.46,5.495408738576251e-05,24.16591763496399,512,1.6966181117661145
52,1.8680096447467804,50.68,5.432503314924337e-05,23.844176054000854,512,1.6866702838819854
53,1.8667011559009552,50.56,5.3703179637025325e-05,24.07605528831482,512,1.6686224645497847
54,1.8595854043960571,50.63,5.3088444423098885e-05,24.227617740631104,512,1.6687183051693195
55,1.8367602050304412,51.44,5.248074602497731e-05,24.438449382781982,512,1.6481795882692143
56,1.832542246580124,51.66,5.188000389289616e-05,23.851144552230835,512,1.6331072522669423
57,1.8302809000015259,51.66,5.1286138399136535e-05,24.13736653327942,512,1.6286461377630428
58,1.8218117594718932,51.71,5.0699070827470486e-05,24.15299940109253,512,1.6051973432910687
59,1.8340528070926667,51.18,5.011872336272728e-05,24.25850009918213,512,1.6021216986130695
60,1.8166854500770568,51.83,4.954501908047907e-05,23.860408544540405,512,1.5880164820320752
61,1.820992761850357,51.82,4.897788193684467e-05,24.135591983795166,512,1.5836441297920383
62,1.806481170654297,52.19,4.8417236758409984e-05,24.24340057373047,512,1.5678907572006693
63,1.8047518372535705,52.15,4.7863009232263885e-05,24.03059434890747,512,1.5554642142081747
64,1.7963903844356537,52.44,4.73151258961481e-05,24.106777667999268,512,1.548214289606834
65,1.794239628314972,52.47,4.677351412871987e-05,24.095837831497192,512,1.5393692425319128
66,1.795228123664856,52.4,4.623810213992608e-05,24.236703395843506,512,1.5314798306445687
67,1.7915313363075256,52.44,4.570881896148756e-05,23.903603315353394,512,1.517182465718717
68,1.790884155035019,52.7,4.5185594437492294e-05,24.179394721984863,512,1.5062832443081602
69,1.7946610927581788,52.22,4.466835921509637e-05,24.174317359924316,512,1.4945841516767229
70,1.784535425901413,52.68,4.415704473533131e-05,23.8342547416687,512,1.4893339556090686
71,1.778979444503784,53.0,4.3651583224016654e-05,24.130094289779663,512,1.4824229454507634
72,1.7654221117496491,53.19,4.315190768277658e-05,24.133516550064087,512,1.4739959714364033
73,1.7716315388679504,52.97,4.265795188015932e-05,24.13832116127014,512,1.4605507169451033
74,1.7699724912643433,53.34,4.2169650342858277e-05,23.951321840286255,512,1.4474399138470084
75,1.7642577648162843,53.32,4.168693834703359e-05,24.120052099227905,512,1.4500985887585853
76,1.7688494265079497,53.46,4.1209751909733076e-05,24.20082664489746,512,1.4402118994265187
77,1.7669080913066864,53.46,4.073802778041133e-05,24.139967918395996,512,1.4325898897891143
78,1.761021327972412,53.65,4.0271703432545964e-05,23.847590446472168,512,1.417735411196339
79,1.7680399358272552,53.51,3.981071705534978e-05,24.14734983444214,512,1.4128804024384947
80,1.741799008846283,54.1,3.93550075455778e-05,24.148449659347534,512,1.4103661690439497
81,1.7622635900974273,53.61,3.8904514499428113e-05,23.88221049308777,512,1.3976830669811793
82,1.7564477443695068,53.66,3.845917820453541e-05,24.19801354408264,512,1.3873157501220703
83,1.7390946745872498,53.85,3.801893963205617e-05,24.124096155166626,512,1.3764288133504439
84,1.743964672088623,53.91,3.758374042884447e-05,23.854838609695435,512,1.3695472904614039
85,1.7338426113128662,54.33,3.7153522909717305e-05,24.225347995758057,512,1.369337407910094
86,1.7440712571144104,54.28,3.672823004980852e-05,24.164226531982422,512,1.3572422424141242
87,1.7287034451961518,54.23,3.630780547701019e-05,24.212141513824463,512,1.3582363384110587
88,1.7318921387195587,54.6,3.589219346450057e-05,23.946151733398438,512,1.3454163183971328
89,1.7265254259109497,54.3,3.5481338923357595e-05,24.141700506210327,512,1.3351865240505763
90,1.7396565914154052,54.34,3.507518739525685e-05,24.147583484649658,512,1.334354107477227
91,1.7363605260849,54.5,3.4673685045253215e-05,24.207040786743164,512,1.3258862848184547
92,1.736383306980133,54.26,3.4276778654645083e-05,23.914626359939575,512,1.3208364856486419
93,1.737433236837387,54.45,3.38844156139203e-05,24.220908403396606,512,1.3109324902904278
94,1.738241618871689,54.57,3.3496543915782815e-05,24.185166835784912,512,1.3038159365556679
95,1.7323581278324127,54.59,3.311311214825916e-05,24.19989013671875,512,1.2951178635869707
96,1.7322626113891602,54.48,3.273406948788387e-05,24.053616285324097,512,1.2864228207237867
97,1.7198371112346649,55.14,3.235936569296288e-05,24.150646209716797,512,1.2869576483356708
98,1.722944301366806,54.96,3.198895109691403e-05,24.139999628067017,512,1.279220533614256
99,1.7329960107803344,54.68,3.162277660168384e-05,23.899850606918335,512,1.2724960008446051
100,1.712086409330368,55.36,3.12607936712396e-05,24.135944604873657,512,1.2680367888236532
101,1.7272145569324493,55.12,3.0902954325135955e-05,24.198726654052734,512,1.2629685182960666
102,1.7272264897823333,54.61,3.0549211132155184e-05,24.1794216632843,512,1.2549897821582094
103,1.727605164051056,55.04,3.0199517204020212e-05,23.869989156723022,512,1.243046106124411
104,1.7200269043445586,54.91,2.9853826189179645e-05,24.194355487823486,512,1.2423503435387904
105,1.7126690983772277,55.55,2.9512092266663905e-05,24.133448600769043,512,1.2355855593875962
106,1.7156042098999023,55.41,2.9174270140011718e-05,23.93292784690857,512,1.2364400527915176
107,1.720616376399994,55.07,2.8840315031266107e-05,24.137897491455078,512,1.2260758949785817
108,1.7175091445446014,55.21,2.851018267503914e-05,24.209611892700195,512,1.218203528803222
109,1.7251056432724,54.97,2.8183829312644586e-05,23.86726188659668,512,1.2124191072522377
110,1.7305789768695832,55.05,2.7861211686297753e-05,24.202007293701172,512,1.2127883300489308
111,1.7138567507266997,55.4,2.7542287033381714e-05,24.186776876449585,512,1.2050372143181003
112,1.7111442804336547,55.39,2.7227013080779175e-05,24.068367958068848,512,1.2019223692465801
113,1.706954652070999,55.45,2.6915348039269207e-05,24.276811838150024,512,1.1973559138726215
114,1.701755291223526,55.78,2.6607250597988146e-05,24.17667007446289,512,1.1925015996913522
115,1.7050127923488616,55.85,2.630267991895387e-05,24.218258142471313,512,1.1879069306412522
116,1.7011240720748901,55.68,2.600159563165277e-05,23.980656623840332,512,1.1784343318063386
117,1.702854335308075,55.63,2.570395782768869e-05,24.171916484832764,512,1.173884883218882
118,1.7125335931777954,55.62,2.54097270554931e-05,24.161164045333862,512,1.1722135653301162
119,1.710094541311264,55.76,2.5118864315095852e-05,24.24796772003174,512,1.1627657754080636
120,1.7073982000350951,55.69,2.4831331052955753e-05,23.937732458114624,512,1.1600250540947428
121,1.7167861223220826,55.43,2.4547089156850353e-05,24.232007026672363,512,1.1537806853956105
122,1.7045591056346894,55.71,2.4266100950824205e-05,24.153058290481567,512,1.151876383289999
