epoch,val_loss,val_acc,lr,epoch_time,latent_shape,train_loss
-1,4.759010887145996,1.02,0.0001,8.995353937149048,512,
0,3.9414089918136597,10.69,9.885530946569389e-05,26.437071084976196,512,4.280997332261533
1,3.484585094451904,17.8,9.772372209558107e-05,24.048215627670288,512,3.795447656086513
2,3.2177973866462706,21.97,9.660508789898133e-05,24.288568019866943,512,3.472255538920967
3,3.042574906349182,25.17,9.54992586021436e-05,24.25467038154602,512,3.260515015952441
4,2.9095634818077087,27.15,9.440608762859233e-05,24.010125875473022,512,3.1078973594976933
5,2.838988924026489,28.93,9.33254300796991e-05,24.20241928100586,512,2.9983416017220943
6,2.7492992877960205,30.54,9.225714271547631e-05,24.236064434051514,512,2.9034335102353777
7,2.6675976753234862,32.57,9.120108393559098e-05,24.13967728614807,512,2.8277191069661356
8,2.618048095703125,33.38,9.01571137605957e-05,23.947267532348633,512,2.761414058354436
9,2.5626296639442443,34.64,8.912509381337456e-05,24.216598749160767,512,2.699602095448241
10,2.522159957885742,35.42,8.810488730080142e-05,24.19081711769104,512,2.6358375427674274
11,2.4878497242927553,36.37,8.709635899560807e-05,24.36849284172058,512,2.5927244230192534
12,2.4300888657569883,37.73,8.609937521846007e-05,23.98722267150879,512,2.5522604961784516
13,2.3847057580947877,38.33,8.511380382023765e-05,24.259347200393677,512,2.4989668593114738
14,2.3837024569511414,38.52,8.413951416451952e-05,24.32760787010193,512,2.4692926990742587
15,2.357009565830231,39.4,8.31763771102671e-05,24.02096176147461,512,2.429632797533152
16,2.3198934316635134,39.71,8.222426499470712e-05,24.2733256816864,512,2.3939912489482333
17,2.2911797642707823,40.44,8.128305161640993e-05,24.26157021522522,512,2.361144739754346
18,2.2539429783821108,41.1,8.035261221856174e-05,24.213587760925293,512,2.327403591603649
19,2.241312396526337,41.57,7.943282347242817e-05,23.996955394744873,512,2.3027514900479997
20,2.2368196129798887,41.81,7.85235634610072e-05,24.355109453201294,512,2.270907888607103
21,2.2058366417884825,42.62,7.762471166286919e-05,24.26203417778015,512,2.249898779148958
22,2.1785424828529356,42.84,7.673614893618191e-05,24.00644588470459,512,2.2283140299271564
23,2.1859705090522765,42.54,7.58577575029184e-05,24.25654625892639,512,2.194489839125653
24,2.159086227416992,43.04,7.49894209332456e-05,24.256933212280273,512,2.1729212488446916
