epoch,compared_to,B-CKA,B-CKNNA,B-MutualNN,B-SVCCA,B-PWCCA,C-CKA,C-TSI,C-QSI
-1,199,0.27124011530619807,0.05375287758421972,0.061630000546574595,,,0.26821681777656303,0.583455,0.5823963
0,199,0.5204017776882788,0.1003257478525621,0.11778000742197037,,,0.5182609136841647,0.6644203,0.6711069
1,199,0.601605504226775,0.1274185938325789,0.14650001078844072,,,0.5990572748867553,0.6936294,0.7025706
2,199,0.6546213647553659,0.15122337985575524,0.16690000146627426,,,0.6518007637557727,0.7140002,0.7239287
3,199,0.6769768920053709,0.16481930260197714,0.17904000729322433,,,0.6743318110174055,0.7232419,0.7329287
4,199,0.6895283778652044,0.17477603697103636,0.19025999754667283,,,0.6870320763717639,0.7277182,0.7380696
5,199,0.6990705855549114,0.1867020503247138,0.1999700054526329,,,0.6962078657138795,0.7313071,0.7408464
6,199,0.7122959505042237,0.19533210729905928,0.21046999990940093,,,0.7096095814356435,0.7372875,0.7482342
7,199,0.7199106325220367,0.20573957092555656,0.2175700008869171,,,0.7175555397020447,0.7407307,0.7511017
8,199,0.7333307117807805,0.22027912305994168,0.2319200038909912,,,0.7307905170704436,0.7466197,0.7568676
9,199,0.7432770503189421,0.22882866490192572,0.23694999814033507,,,0.7408017882706794,0.7492691,0.7577163
10,199,0.7517464751877087,0.24335160127483452,0.2507799997925758,,,0.7492211123103034,0.754813,0.7644888
11,199,0.760110011476086,0.25291366468381205,0.2602799981832504,,,0.7575979722113971,0.7576949,0.7672733
12,199,0.7726413732728135,0.2620695079942411,0.2710300087928772,,,0.7701773258549123,0.7632045,0.7728384
13,199,0.7729399155854232,0.2694056470282562,0.27718001008033755,,,0.7703304942435308,0.762836,0.7700441
14,199,0.7794218785506023,0.274615700838178,0.2840399980545044,,,0.7770810717940002,0.7682574,0.7768933
15,199,0.7914446326446126,0.286895111199612,0.29438999891281126,,,0.7888549453968985,0.7712579,0.7788676
16,199,0.7949083401174342,0.29654171256807055,0.30352999567985534,,,0.7924552597883612,0.7751314,0.7831431
17,199,0.7993438434499773,0.3050046318978457,0.31255000829696655,,,0.7968386056762059,0.7780361,0.7869088
18,199,0.8060515774502569,0.3160347759861214,0.3221500009298325,,,0.8035407618421151,0.7817322,0.789956
19,199,0.8123886664042729,0.3196971877017024,0.32874999940395355,,,0.809908107594708,0.7838001,0.7924482
20,199,0.8185315384412384,0.32735375763423724,0.33683001101016996,,,0.8162176653806537,0.7886316,0.7976173
21,199,0.8242666939658683,0.3363016101719485,0.34505000710487366,,,0.8219538601792257,0.790964,0.7983723
22,199,0.8260592718270956,0.34564761376216785,0.35382000505924227,,,0.8237723342081196,0.7951402,0.8044235
23,199,0.8280320102275166,0.3522210428897735,0.3574699997901917,,,0.8256972463005915,0.7957903,0.8052738
24,199,0.8315791904321159,0.3549906888498203,0.3596299886703491,,,0.829224345167441,0.7963012,0.804643
25,199,0.8374921448510401,0.36613972645311293,0.37158000469207764,,,0.8352195579593898,0.8009377,0.8099655
26,199,0.842276827333922,0.37326419880471196,0.3776900082826614,,,0.8399065600257243,0.8030925,0.8120705
27,199,0.8440880744092851,0.3742822370296572,0.3824600100517273,,,0.8417498310062071,0.8044923,0.813557
28,199,0.8503004427173911,0.38947823819244853,0.3923599898815155,,,0.8479821636700957,0.8088207,0.816838
29,199,0.8530357710386312,0.3882830560268048,0.3936000019311905,,,0.8508115839026368,0.809559,0.8186545
30,199,0.8560751086946439,0.39878023439678484,0.40108001232147217,,,0.8539644681783339,0.8120927,0.8204405
31,199,0.8567265811850101,0.40616244690395586,0.4085500031709671,,,0.8545845050025688,0.8134356,0.8222403
32,199,0.8627918538730001,0.41296646519073665,0.4145900160074234,,,0.8606684915363485,0.8168456,0.8246811
33,199,0.8640032536623383,0.4183887787581769,0.4181000113487244,,,0.8617886644408318,0.8171419,0.8251344
34,199,0.8702132091770238,0.42497372621677504,0.4270000010728836,,,0.8681289297910384,0.8209851,0.8290849
35,199,0.8692136962132739,0.42895800906916914,0.42991999685764315,,,0.8672698787797465,0.8214479,0.8295027
36,199,0.8729532733537585,0.4357917343459226,0.43834000527858735,,,0.8710153228875175,0.8244244,0.8331277
37,199,0.8754592627042952,0.4381654846058979,0.4410500079393387,,,0.8734376568944995,0.8245319,0.8325428
38,199,0.8791159239799959,0.44902610739576876,0.4482699900865555,,,0.8771814128080095,0.8281334,0.8368711
39,199,0.8835339543306174,0.45157782885498543,0.4555299997329712,,,0.8818248467853503,0.8320022,0.8411285
40,199,0.886666330758198,0.4583552948490639,0.4599700093269348,,,0.8848092627706038,0.833697,0.8428064
41,199,0.8861755018690058,0.46522282743507015,0.4645299851894379,,,0.8843107636211394,0.8336137,0.8422333
42,199,0.8908295848038257,0.47549482611331617,0.4751800000667572,,,0.8889704237201878,0.8363712,0.8445353
43,199,0.8925662680113403,0.4740273639109355,0.4754400044679642,,,0.8908429750684662,0.8384768,0.8468355
44,199,0.8990945476768715,0.4869879857453,0.4861800014972687,,,0.8974262185165315,0.842635,0.8506817
45,199,0.8986423525662234,0.48929102956693765,0.48875999748706817,,,0.8970227157542944,0.843204,0.8515668
46,199,0.8994930278968012,0.49159718335370084,0.4922900050878525,,,0.89787745630058,0.8432145,0.849294
47,199,0.9050580110346648,0.5008347365661752,0.5001000016927719,,,0.9035100340884168,0.8471348,0.8550738
48,199,0.9063049414931305,0.5097917981023672,0.5068599998950958,,,0.9047768593175587,0.8485812,0.8562901
49,199,0.9082523160157578,0.5185254575933987,0.5129999995231629,,,0.9067023700777871,0.8502758,0.8583125
50,199,0.9118025157104777,0.521127598710361,0.5167700052261353,,,0.9103074176218516,0.8520518,0.8591836
51,199,0.9164251274470543,0.5308319101319797,0.5284400165081025,,,0.9150178635384866,0.8566435,0.8642927
52,199,0.9157721912487699,0.5322635287764137,0.5289399981498718,,,0.9143622515058937,0.8568599,0.8642543
53,199,0.9171485873365046,0.5392365033034441,0.5354900002479553,,,0.91574311297963,0.8581943,0.8651994
54,199,0.917233260423623,0.5410017405569997,0.5362900078296662,,,0.9158239818863354,0.8571657,0.8643692
55,199,0.9217875087735596,0.5527418406875961,0.5480000078678131,,,0.9204375515491802,0.8617962,0.8691183
56,199,0.9228080815009758,0.5553723033714963,0.5490899920463562,,,0.9214847050934368,0.8625397,0.869843
57,199,0.9227737206475313,0.5578926985344147,0.5517500162124633,,,0.9214046831416836,0.8626399,0.8695292
58,199,0.9266378755886077,0.5650623453563212,0.5578499913215638,,,0.9253393797846702,0.8651862,0.8716003
59,199,0.9273806497673218,0.571868170839487,0.5636200070381164,,,0.9261609808927783,0.8672144,0.8735427
60,199,0.9286970093932952,0.5746955286906124,0.5692299962043762,,,0.9275003472306045,0.8684932,0.875167
61,199,0.9312168219744181,0.5811754255876722,0.5741199970245361,,,0.9300020787572049,0.8706876,0.8774896
62,199,0.9339013371987978,0.5925759431748755,0.581469988822937,,,0.9327502016621383,0.8731809,0.8799353
63,199,0.9334180568591837,0.5926327063981455,0.584520012140274,,,0.932277562195602,0.8733214,0.8799873
64,199,0.9369649017482697,0.5977451433764803,0.5899500012397766,,,0.9358705316169907,0.8760288,0.8818185
65,199,0.9370446524923952,0.6025347922411151,0.5938700258731842,,,0.9359571074406761,0.8768649,0.8833386
66,199,0.9406282368429562,0.6069611000709664,0.598199987411499,,,0.939586012002258,0.8790391,0.8845659
67,199,0.9413394682900208,0.6082224228712616,0.6018299877643585,,,0.9403695863729138,0.8807763,0.8871854
68,199,0.9429133878922015,0.6198524866365924,0.6087000131607055,,,0.941893880529081,0.881107,0.8866723
69,199,0.9443293626453084,0.6219960160406026,0.6131400048732758,,,0.9433629022341301,0.88359,0.889665
70,199,0.9458660797830565,0.6223920823330917,0.6161699950695038,,,0.9449117182556803,0.8842367,0.8897964
71,199,0.9459762008313166,0.6277927567550674,0.6201200008392334,,,0.9450283341590422,0.8852749,0.8907115
72,199,0.9476405921333454,0.6357463025222723,0.6261899948120118,,,0.9467048127706853,0.886931,0.8926081
73,199,0.9493614452950364,0.6370710385810626,0.6307500064373016,,,0.9484853760022126,0.889441,0.8954071
74,199,0.9497103194988836,0.642185778842969,0.6329099953174591,,,0.9488261204594987,0.888394,0.8936884
75,199,0.9525718978942272,0.6499343898653955,0.6401799857616425,,,0.951734776530443,0.8920897,0.8970326
76,199,0.9542664139200131,0.653606174071603,0.64478999376297,,,0.9534699313958896,0.8943075,0.8999782
77,199,0.9531172371418402,0.6557176410134447,0.6458700180053711,,,0.9522762048470026,0.893762,0.8991346
78,199,0.9553297843679396,0.6632158054390683,0.6507499992847443,,,0.9545174119221718,0.8955497,0.9009363
79,199,0.9571053462768019,0.6689360828357461,0.6572500050067902,,,0.9563181674878964,0.8979204,0.9032437
80,199,0.957792858842275,0.6699148069598151,0.6593700110912323,,,0.9570477935244439,0.8989783,0.904136
81,199,0.9586089227200544,0.6717510090467789,0.6644499957561493,,,0.9578903774948873,0.8997571,0.904907
82,199,0.9589998100305046,0.6745769313947969,0.6683399975299835,,,0.9582360077326441,0.9006643,0.9051473
83,199,0.9608534160502851,0.6809671127620307,0.671830004453659,,,0.9601515888277299,0.9026322,0.9076772
84,199,0.9611533837618577,0.6878072562434194,0.6758799970149993,,,0.9604522600679605,0.9023607,0.9071456
85,199,0.9625694885939975,0.6902082558127521,0.681029987335205,,,0.9619171823075786,0.9045597,0.909636
86,199,0.9643178001069174,0.6931461332099763,0.6849200010299683,,,0.9636762556399809,0.9069734,0.9112542
87,199,0.9641747692334806,0.6965035022192954,0.686299991607666,,,0.9635295144364552,0.9068278,0.9118558
88,199,0.9655990295746669,0.7029867020989753,0.6900699973106384,,,0.9649612750296949,0.9080412,0.9130795
89,199,0.965902065058265,0.7044272603212671,0.6937300026416778,,,0.9652774271885066,0.9089604,0.9137977
90,199,0.9661508469802996,0.7085544515520185,0.6964200258255004,,,0.9655223095695883,0.9093165,0.9142012
91,199,0.9664234334337056,0.712163151899778,0.6980800092220306,,,0.9658222173139654,0.910078,0.9146889
92,199,0.9694839794959604,0.7167472783941471,0.7066499888896942,,,0.9689427220123599,0.9141447,0.919002
93,199,0.9703702155052175,0.7185251108354798,0.7110099971294404,,,0.9698406602453591,0.9151549,0.9195386
94,199,0.9711892456378429,0.7236106259503482,0.7137800097465515,,,0.9706639541098422,0.9161955,0.9205073
95,199,0.9716344130178577,0.7257758538089322,0.7144200146198273,,,0.9711192302412907,0.9163183,0.9204678
96,199,0.9731078464980281,0.7321985080025712,0.7220600247383118,,,0.9726191654630265,0.9186339,0.9225689
97,199,0.9737724579286537,0.737641109546291,0.7260199844837188,,,0.9732878086056634,0.9202917,0.9246309
98,199,0.9739450641955741,0.7386445378388062,0.7286399841308594,,,0.9734705685683702,0.9204716,0.9244507
99,199,0.9740301434489907,0.7385707899522688,0.7269899666309356,,,0.9735533838093506,0.9205495,0.9246264
100,199,0.9748263527689078,0.7423475838606577,0.7312700033187867,,,0.9743624474482621,0.9207354,0.9241034
101,199,0.9751433005263894,0.7453405436520727,0.7350799918174744,,,0.9746796957290094,0.922095,0.9261168
102,199,0.9755209472291403,0.7469526498034714,0.7370800077915192,,,0.9750649237177895,0.9224102,0.925923
103,199,0.9762929468596943,0.7503321549366523,0.7403200089931488,,,0.9758645009718546,0.9232835,0.9267105
104,199,0.9762280886952303,0.7513765373879664,0.7406599998474122,,,0.97579209453182,0.9235211,0.9265179
105,199,0.9776861137459731,0.7609093460838615,0.7489299893379211,,,0.9772813939669092,0.9252442,0.9274112
106,199,0.9780948055405597,0.75930927414074,0.7489899933338166,,,0.9776926357677472,0.926561,0.9299466
107,199,0.9788653262758306,0.7600281332382585,0.7533199727535248,,,0.9784709368942447,0.9274676,0.9305926
108,199,0.9786693775873816,0.7637321039334963,0.7546300113201141,,,0.9782794112505606,0.9279437,0.9312349
109,199,0.9798174490598184,0.7680427586014935,0.759639996290207,,,0.9794442531579781,0.9294739,0.9326469
110,199,0.9810445250207888,0.7730438746145506,0.7649900078773498,,,0.9807004348481883,0.931074,0.9339016
111,199,0.9813472786834467,0.7793010224764232,0.7698000073432922,,,0.9810052364249562,0.9326761,0.9361755
112,199,0.9818427477077588,0.7806683399332143,0.7711199820041656,,,0.9815075506184701,0.9329814,0.9355803
113,199,0.9827926065031315,0.780455895445625,0.7735499620437623,,,0.9824837671943999,0.9348741,0.938165
114,199,0.9820496248764247,0.7848755205305675,0.7747599899768829,,,0.9817193999734471,0.9333685,0.9363995
115,199,0.9821769504426714,0.7870162724270336,0.7778400003910064,,,0.9818545345642891,0.9334209,0.9359038
116,199,0.9829319655924504,0.7914727482324944,0.782099974155426,,,0.9826168553176153,0.935597,0.9385148
117,199,0.9841194305130149,0.7936270453464421,0.7856000006198883,,,0.983824626169102,0.9376043,0.9408368
118,199,0.9843011097990582,0.7968661804745759,0.785590010881424,,,0.9840076491192624,0.9370859,0.9394108
119,199,0.984230569936994,0.7962812503602736,0.7870699822902679,,,0.9839368232563853,0.9377332,0.9404921
120,199,0.9847147745848716,0.7985914274202638,0.7883400022983551,,,0.9844306118053923,0.9386651,0.9418134
121,199,0.9851723919230908,0.8016863925830853,0.7912800014019012,,,0.9848888859810392,0.9393168,0.9424239
122,199,0.9854597382036949,0.8034136283325587,0.7938599646091461,,,0.9851914408348074,0.9394489,0.9416058
123,199,0.986475322488318,0.8059289789825037,0.7982500076293946,,,0.9862185222721668,0.9416191,0.9436661
124,199,0.9862870319857064,0.8057396845197834,0.79817995429039,,,0.9860301397755777,0.9418939,0.9446251
125,199,0.9864457438147914,0.8110469089428574,0.8025799870491028,,,0.9861980608942653,0.9423241,0.945041
126,199,0.986392239602717,0.8134022022225477,0.8045499861240387,,,0.9861416839246113,0.9418879,0.9441532
127,199,0.9869891422533945,0.8156853916341962,0.8067799985408783,,,0.9867423541444648,0.9431834,0.945095
128,199,0.9869531794886616,0.8161114218855678,0.8056499898433686,,,0.9867054276152468,0.9428674,0.9451314
129,199,0.987778938829883,0.8171534674903553,0.8091899752616882,,,0.9875532471526868,0.9435794,0.9437762
130,199,0.9875364110172649,0.819805260023138,0.8118299841880798,,,0.9873078067646611,0.9446556,0.9471453
131,199,0.9893323796953085,0.8265834182940957,0.8187099933624268,,,0.9891357347015666,0.9488292,0.9514678
132,199,0.9885704483749722,0.8277992267221869,0.8169599771499634,,,0.9883533901053212,0.9466747,0.9485414
133,199,0.9891962974805877,0.8283136906209805,0.8209999740123749,,,0.9889921116789699,0.9483597,0.9510473
134,199,0.9896142562393389,0.8320966406198027,0.8239099681377411,,,0.9894192484644081,0.9492289,0.9516647
135,199,0.9899717263019555,0.8355102924639348,0.8259199619293213,,,0.9897850804707214,0.9502607,0.9525639
136,199,0.9891954979640456,0.8358107555462956,0.8281000077724456,,,0.9889944512837573,0.9493565,0.9509742
137,199,0.9903597075263487,0.8382202600103252,0.8298799693584442,,,0.9901753826952644,0.9511414,0.953294
138,199,0.9912612432590027,0.8411077821460143,0.8342999637126922,,,0.9910965845960896,0.9529037,0.9546072
139,199,0.9908873864848367,0.842445882371371,0.8346199631690979,,,0.9907154807214094,0.9529954,0.9553246
140,199,0.9905518563951305,0.8413417435935155,0.832209974527359,,,0.9903766030164796,0.951749,0.9535445
141,199,0.9912863891891364,0.8449612940197844,0.8367200016975402,,,0.9911231056495832,0.9536863,0.9555641
142,199,0.9912864979141167,0.8474626837599176,0.8372499763965606,,,0.9911216486961709,0.9530573,0.9548194
143,199,0.9915138640654513,0.8502479374922265,0.8405799806118012,,,0.9913539340563935,0.9537031,0.9546503
144,199,0.992078834531662,0.8515213720922162,0.8442699491977692,,,0.9919299082835812,0.9561132,0.9581074
145,199,0.9919347858690516,0.8543441019842455,0.8439299523830414,,,0.9917806325539328,0.9551195,0.956691
146,199,0.9912924105580961,0.8500061664742379,0.8411799669265747,,,0.991131207931888,0.9531741,0.9547438
147,199,0.992292902986297,0.8544633938382098,0.846619975566864,,,0.9921505845525014,0.9562878,0.9576277
148,199,0.9921679436688683,0.8551822169420259,0.8461599588394165,,,0.9920200429619781,0.955217,0.956065
149,199,0.992664498881447,0.8596540893351656,0.8513199865818024,,,0.9925282438056687,0.9573887,0.9588343
150,199,0.9930832702025043,0.8625550964234131,0.8547599852085114,,,0.9929513533287652,0.9587701,0.9604331
151,199,0.9928399406418456,0.8585357090095819,0.8523099780082702,,,0.9927046964260806,0.9574314,0.9589364
152,199,0.992765693321679,0.8609243337747067,0.8529599487781525,,,0.992626733077451,0.9580862,0.9596677
153,199,0.9929980131390636,0.863962035312675,0.8573399662971497,,,0.9928630664965273,0.9586805,0.9599127
154,199,0.9933920183596487,0.8650256860586621,0.8570699512958526,,,0.9932660263817862,0.9592318,0.9609099
155,199,0.9932992081032346,0.8633309515156234,0.8563199579715729,,,0.9931724768253039,0.9588196,0.9597598
156,199,0.9932418444369888,0.861941644396544,0.8553699612617492,,,0.9931141670797249,0.9588184,0.9598937
157,199,0.9933273118482745,0.8691929818017347,0.8608899772167206,,,0.9932008768937418,0.9593003,0.9604397
158,199,0.9935361563120368,0.8681364908207867,0.8615699529647827,,,0.9934147503309927,0.9599636,0.9611347
159,199,0.9939494075498928,0.8720688788567628,0.8659199595451355,,,0.9938333358818451,0.9615762,0.9631287
160,199,0.9937517262349769,0.8718619265532433,0.8657899558544159,,,0.9936336761732759,0.9612785,0.9626685
161,199,0.9936860283965497,0.8734638288438393,0.8652999639511109,,,0.9935686453564194,0.9602458,0.9610482
162,199,0.9935654947117983,0.8734575370788878,0.8666099727153778,,,0.9934450487762396,0.9609612,0.9619806
163,199,0.994185016731287,0.8736265279224303,0.8670499622821808,,,0.9940761031372897,0.9619837,0.9633712
164,199,0.9938459911803431,0.8769926836236289,0.871049964427948,,,0.9937287767915928,0.9615973,0.9625503
165,199,0.9947250488357978,0.8797592627067512,0.8734699547290802,,,0.9946294212679447,0.9640063,0.964964
166,199,0.9950180460383156,0.8839768074997354,0.8747499763965607,,,0.9949248819773208,0.9640517,0.964944
167,199,0.9945799634124268,0.8784682830650146,0.8725099503993988,,,0.9944763614375864,0.9635177,0.9647601
168,199,0.9951833707365989,0.8873781556660101,0.8790499567985535,,,0.995091754566158,0.9653679,0.9666729
169,199,0.9952001129736241,0.8872543760216225,0.8812499642372131,,,0.995111180573059,0.9654001,0.966645
170,199,0.9954048623208432,0.8871455188021773,0.8810899734497071,,,0.9953187010731045,0.965974,0.96694
171,199,0.9957973467433527,0.8880590058754926,0.8831099092960357,,,0.9957186837079398,0.9671735,0.9682116
172,199,0.995200381208719,0.8841245656121665,0.8791499555110931,,,0.9951073492300646,0.9659294,0.9670536
173,199,0.9957136391131909,0.8897563656336377,0.8846399486064911,,,0.99563228192164,0.9673613,0.9683263
174,199,0.9958347686713542,0.891958900072226,0.886799943447113,,,0.9957566240145568,0.9672304,0.9673586
175,199,0.9958477602027799,0.8960851718667742,0.8901699841022491,,,0.9957710505710617,0.9673757,0.9675086
176,199,0.9962591801896009,0.8948952946956773,0.8914699614048004,,,0.9961866066280636,0.9695577,0.9706923
177,199,0.9962849852503373,0.8998993352477955,0.8931399464607239,,,0.9962133718335405,0.9694018,0.9699512
178,199,0.9963213096923497,0.8964525881874266,0.8897199392318725,,,0.9962495644409604,0.9695273,0.9706194
179,199,0.9961342781533153,0.8955882211354906,0.8909599244594574,,,0.9960575056118525,0.9691171,0.9699418
180,199,0.996276318423368,0.8978024107256927,0.892589944601059,,,0.99620334357597,0.9693275,0.9700859
181,199,0.9964374222591011,0.8997083023924987,0.8960899293422699,,,0.9963695068859029,0.9701005,0.9704964
182,199,0.996720394238179,0.9039233151993311,0.8997799515724182,,,0.9966574844272874,0.9716222,0.9726895
183,199,0.9966430851999046,0.9049144516638616,0.8988299429416656,,,0.996578946117403,0.970962,0.9716655
184,199,0.9964593911631254,0.9049097343993104,0.8991299390792846,,,0.996393167778292,0.9707042,0.9713115
185,199,0.9970162428883077,0.9091463443544665,0.9044099628925324,,,0.9969587558173163,0.9732346,0.9742079
186,199,0.9969442242594576,0.9076052991839155,0.9013599276542663,,,0.9968864970309673,0.9714918,0.9718581
187,199,0.9968626305297008,0.9064824059018664,0.9012599468231202,,,0.9968024811537363,0.972175,0.9731365
188,199,0.9969469234851038,0.90923042702701,0.9040699124336242,,,0.9968878305009444,0.9724125,0.9732795
189,199,0.9965284455761294,0.909349017751871,0.9030099153518677,,,0.9964620779090874,0.9708843,0.9711096
190,199,0.9967395765953402,0.9099257582537218,0.9041499257087707,,,0.9966756030944188,0.9717854,0.9726366
191,199,0.9971818916251973,0.9108846142472975,0.9065199553966522,,,0.9971278413968767,0.972998,0.9733466
192,199,0.9970919404818446,0.9129299626521522,0.9083299398422241,,,0.99703630051039,0.9731231,0.9736911
193,199,0.9969405793075022,0.9140176086736096,0.909649932384491,,,0.9968831050846112,0.9727977,0.9730151
194,199,0.9975583125968706,0.9176204671695359,0.912759929895401,,,0.9975131437174741,0.9740294,0.9738138
195,199,0.9978918043505317,0.9224036216135507,0.9192499339580535,,,0.9978516974727302,0.9770183,0.9774078
196,199,0.9980212048995494,0.926898964258768,0.92249995470047,,,0.9979842342846458,0.9767568,0.9766892
197,199,0.998227904934048,0.9329028740592648,0.927029949426651,,,0.9981946483518206,0.9783154,0.9781046
198,199,0.9986618210559159,0.9404579783265385,0.9358199775218964,,,0.998636991551891,0.9808169,0.9801239
199,199,0.9999999959023806,1.0,1.0,,,1.0,1.0,1.0
